"date";"cycle_formation";"annee_volee";"phase";"participants";"journee";"nombre_participants";"niveau";"critere";"activite";"rcnum";"pernum";"score";"url_details"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Intérêt perçu pour les ressources";"Données - Sécurité";"Non concerné";"Non concerné";"83";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Intérêt perçu pour les ressources";"Scratch";"Non concerné";"Non concerné";"73";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Utilité perçue des ressources";"Durabilité";"Non concerné";"Non concerné";"87";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Utilité perçue des ressources";"Données - Sécurité";"Non concerné";"Non concerné";"84";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Utilité perçue des ressources";"Scratch";"Non concerné";"Non concerné";"77";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Facilité perçue d’utilisation des ressources";"Durabilité";"Non concerné";"Non concerné";"82";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Facilité perçue d’utilisation des ressources";"Données - Sécurité";"Non concerné";"Non concerné";"78";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Facilité perçue d’utilisation des ressources";"Scratch";"Non concerné";"Non concerné";"64";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Sentiment d'auto-efficacité dans la réalisation de l'activité";"Durabilité";"Non concerné";"Non concerné";"81";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Sentiment d'auto-efficacité dans la réalisation de l'activité";"Données - Sécurité";"Non concerné";"Non concerné";"79";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Sentiment d'auto-efficacité dans la réalisation de l'activité";"Scratch";"Non concerné";"Non concerné";"68";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Intention d’utiliser les ressources";"Durabilité";"Non concerné";"Non concerné";"82";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Intention d’utiliser les ressources";"Données - Sécurité";"Non concerné";"Non concerné";"79";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"1";"Intention d’utiliser les ressources";"Scratch";"Non concerné";"Non concerné";"75";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";"81";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Acquisition des compétences numériques";"Je connais les ressources disponibles pour ma classe";"RCnum non spécifié";"Non concerné";"81";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Acquisition des compétences numériques";"Je connais différentes ressources pour mettre à jour mon enseignement";"RCnum non spécifié";"Non concerné";"77";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Acquisition des compétences numériques";"Je peux organiser le stockage des ressources des élèves";"RCnum non spécifié";"Non concerné";"80";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Acquisition des compétences numériques";"Je peux organiser le partage des ressources des élèves";"RCnum non spécifié";"Non concerné";"81";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Acquisition des compétences numériques";"Je connais quelques règles de sécurité pour ma classe";"RCnum non spécifié";"Non concerné";"86";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Acquisition des compétences numériques";"Attentes du plan d’études pour les 7P sur le domaine des algorithmes et de la programmation";"RCnum non spécifié";"Non concerné";"66";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Acquisition des compétences numériques";" Modalités pour développer les compétences de lecture";"RCnum non spécifié";"Non concerné";"72";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Acquisition des compétences numériques";"Identifier quelques erreurs fréquentes chez les élèves et les dépasser";"RCnum non spécifié";"Non concerné";"71";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/09/2022";"C2b (7-8P) 20 périodes";"Non concerné";"Pilote";"Enseignants";"1";"23";"2";"Acquisition des compétences numériques";"Enseigner une activité de programmation avec l’environnement de programmation Scratch";"RCnum non spécifié";"Non concerné";"72";"https://drive.google.com/file/d/1RhwHG7fs4-2LTtBPHLg4XRvd4kQ7rSwN/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";"92";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"Non concerné";"Non concerné";"78";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Intérêt perçu pour les ressources";"Le tableur";"Non concerné";"Non concerné";"80";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Intérêt perçu pour les ressources";"Informatique et durabilité";"Non concerné";"Non concerné";"90";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Intérêt perçu pour les ressources";"Appréhender la complexité (algorithmique)";"Non concerné";"Non concerné";"78";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Intérêt perçu pour les ressources";"Créer un TP interactif avec dokuwiki et trinket";"Non concerné";"Non concerné";"73";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Utilité perçue des ressources";"Le tableur";"Non concerné";"Non concerné";"81";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Utilité perçue des ressources";"Informatique et durabilité";"Non concerné";"Non concerné";"89";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Utilité perçue des ressources";"Appréhender la complexité (algorithmique)";"Non concerné";"Non concerné";"75";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Utilité perçue des ressources";"Créer un TP interactif avec dokuwiki et trinket";"Non concerné";"Non concerné";"75";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Facilité perçue d’utilisation des ressources";"Le tableur";"Non concerné";"Non concerné";"83";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Facilité perçue d’utilisation des ressources";"Informatique et durabilité";"Non concerné";"Non concerné";"90";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Facilité perçue d’utilisation des ressources";"Appréhender la complexité (algorithmique)";"Non concerné";"Non concerné";"71";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"1";"Facilité perçue d’utilisation des ressources";"Créer un TP interactif avec dokuwiki et trinket";"Non concerné";"Non concerné";"68";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";"80";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Je sais convertir un nombre décimal vers un nombre binaire";"RCnum non spécifié";"Non concerné";"84";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Je sais convertir un nombre binaire vers un nombre décimal";"RCnum non spécifié";"Non concerné";"84";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Je sais déterminer le nombre de bits nécessaire pour représenter n états";"RCnum non spécifié";"Non concerné";"71";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Je sais convertir des unités informatiques";"RCnum non spécifié";"Non concerné";"77";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Je peux lister l’ensemble des appareils connectés dans mon environnement";"RCnum non spécifié";"Non concerné";"87";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Je sais lister les différents types de matériels nécessaire au transfert de donnée sur internet...";"RCnum non spécifié";"Non concerné";"86";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Je pense pouvoir mettre en oeuvre certaines des activités débranchées proposées dans l’atelier";"RCnum non spécifié";"Non concerné";"72";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Utiliser le wiki présenté dans l’atelier";"RCnum non spécifié";"Non concerné";"68";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Créer une ébauche de séance";"RCnum non spécifié";"Non concerné";"67";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"06/10/2022";"C3 SI";"1";"Pilote";"Enseignants";"14";"18";"2";"Acquisition des compétences numériques";"Etre capable d’utiliser ces outils à un moment de l’année pour quelques séances";"RCnum non spécifié";"Non concerné";"62";"https://drive.google.com/file/d/1Hyx1hr-iM_FAEYpcnjotiyaZ-WmCtfFE/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";"97";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"Non concerné";"Non concerné";"89";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Intérêt perçu pour les ressources";"Décris-moi un objet";"Non concerné";"Non concerné";"96";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Intérêt perçu pour les ressources";"Motif Art";"Non concerné";"Non concerné";"97";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Intérêt perçu pour les ressources";"Les cordées du Cervin";"Non concerné";"Non concerné";"74";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Intérêt perçu pour les ressources";"Algorea serious game - variables";"Non concerné";"Non concerné";"96";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Intérêt perçu pour les ressources";"Turing Tumble";"Non concerné";"Non concerné";"89";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Utilité perçue des ressources";"Décris-moi un objet";"Non concerné";"Non concerné";"95";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Utilité perçue des ressources";"Motif Art";"Non concerné";"Non concerné";"97";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Utilité perçue des ressources";"Les cordées du Cervin";"Non concerné";"Non concerné";"69";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Utilité perçue des ressources";"Algorea serious game - variables";"Non concerné";"Non concerné";"95";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Utilité perçue des ressources";"Turing Tumble";"Non concerné";"Non concerné";"78";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Facilité perçue d’utilisation des ressources";"Décris-moi un objet";"Non concerné";"Non concerné";"97";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Facilité perçue d’utilisation des ressources";"Motif Art";"Non concerné";"Non concerné";"96";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Facilité perçue d’utilisation des ressources";"Les cordées du Cervin";"Non concerné";"Non concerné";"83";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Facilité perçue d’utilisation des ressources";"Algorea serious game - variables";"Non concerné";"Non concerné";"93";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"1";"Facilité perçue d’utilisation des ressources";"Turing Tumble";"Non concerné";"Non concerné";"92";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";"78";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"2";"Acquisition des compétences numériques";"Résoudre des problèmes avec des séquences d’instructions simples";"RCnum non spécifié";"Non concerné";"87";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"2";"Acquisition des compétences numériques";"Résoudre des problèmes avec plus répétitions en séquence";"RCnum non spécifié";"Non concerné";"87";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"2";"Acquisition des compétences numériques";"Résoudre des problèmes avec des répétitions imbriquées";"RCnum non spécifié";"Non concerné";"86";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"2";"Acquisition des compétences numériques";"Résoudre des problèmes lorsque la variable est prédéfinie";"RCnum non spécifié";"Non concerné";"86";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"20/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"1";"17";"2";"Acquisition des compétences numériques";"Résoudre des problèmes lorsqu’il faut définir soi-même une variable";"RCnum non spécifié";"Non concerné";"85";"https://drive.google.com/file/d/1RkhOuj_8bL5Sc2OTNFf8lHrl28vLsmrG/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";"93";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"Formateurs";"Qualité perçue des méthodes pédagogiques";"Général";"Non concerné";"Non concerné";"86";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Intérêt perçu pour les ressources";"Décris-moi une image";"Non concerné";"Non concerné";"89";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Intérêt perçu pour les ressources";"Débat mouvant";"Non concerné";"Non concerné";"71";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Intérêt perçu pour les ressources";"Etranges fleurs";"Non concerné";"Non concerné";"76";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Intérêt perçu pour les ressources";"Informatique & Société en 34ème période";"Non concerné";"Non concerné";"74";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Intérêt perçu pour les ressources";"Potato pirates";"Non concerné";"Non concerné";"76";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Intérêt perçu pour les ressources";"Algorea serious game - répétition et alternative";"Non concerné";"Non concerné";"95";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Utilité perçue des ressources";"Décris-moi une image";"Non concerné";"Non concerné";"89";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Utilité perçue des ressources";"Débat mouvant";"Non concerné";"Non concerné";"67";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Utilité perçue des ressources";"Etranges fleurs";"Non concerné";"Non concerné";"72";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Utilité perçue des ressources";"Informatique & Société en 34ème période";"Non concerné";"Non concerné";"80";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Utilité perçue des ressources";"Potato pirates";"Non concerné";"Non concerné";"71";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Utilité perçue des ressources";"Algorea serious game - répétition et alternative";"Non concerné";"Non concerné";"97";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Facilité perçue d’utilisation des ressources";"Décris-moi une image";"Non concerné";"Non concerné";"88";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Facilité perçue d’utilisation des ressources";"Débat mouvant";"Non concerné";"Non concerné";"83";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Facilité perçue d’utilisation des ressources";"Etranges fleurs";"Non concerné";"Non concerné";"87";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Facilité perçue d’utilisation des ressources";"Informatique & Société en 34ème période";"Non concerné";"Non concerné";"79";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"1";"Facilité perçue d’utilisation des ressources";"Potato pirates";"Non concerné";"Non concerné";"78";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
"21/06/2022";"C3 SI";"2";"Pilote";"Enseignants";"2";"16";"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";"76";"https://drive.google.com/file/d/1RlqwGPi_L0_rP1glcNHK6MaEsxV1o2Lc/view?usp=sharing"
