"date";"cycle_formation";"annee_volee";"phase";"participants";"journee";"nombre_participants";"niveau";"critere";"activite";"score"
"16/06/2021";"CAS";"1";"Non concerné";"Enseignants";"3";"27";"2";"Connaissance du contenu théorique";"Général";"93"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"92"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Intérêt perçu pour les ressources";"Plan d’étude Roman numérique";"76"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Intérêt perçu pour les ressources";"Test implicite de Stanford";"67"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Intérêt perçu pour les ressources";"Jeu sérieux sur les stéréotypes";"74"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Intérêt perçu pour les ressources";"La recherche de stéréotypes dans les manuels";"70"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Intérêt perçu pour les ressources";"Planification des séances de 34ème heure";"73"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Utilité perçue des ressources";"Plan d’étude Roman numérique";"80"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Utilité perçue des ressources";"Test implicite de Stanford";"66"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Utilité perçue des ressources";"Jeu sérieux sur les stéréotypes";"66"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Utilité perçue des ressources";"La recherche de stéréotypes dans les manuels";"69"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Utilité perçue des ressources";"Planification des séances de 34ème heure";"81"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Facilité perçue d’utilisation des ressources";"Plan d’étude Roman numérique";"81"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Facilité perçue d’utilisation des ressources";"Test implicite de Stanford";"81"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Facilité perçue d’utilisation des ressources";"Jeu sérieux sur les stéréotypes";"79"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Facilité perçue d’utilisation des ressources";"La recherche de stéréotypes dans les manuels";"71"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"1";"Facilité perçue d’utilisation des ressources";"Planification des séances de 34ème heure";"78"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";"5";"29";"2";"Connaissance du contenu théorique";"Général";"90"
