date;cycle_formation;annee_volee;phase;participants;journee;nombre_participants;niveau;critere;activite;rcnum;pernum;score
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;Formateurs;Qualité perçue des méthodes pédagogiques;Général;Non concerné;Non concerné;76
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;Formateurs;Perception de l'implication de l'équipe de formation;Général;Non concerné;Non concerné;87
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;1;Intérêt perçu pour les ressources;Orchestration;Non concerné;Non concerné;67
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;1;Intérêt perçu pour les ressources;Scratch;Non concerné;Non concerné;70
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;1;Intérêt perçu pour les ressources;Usages, médias et société;Non concerné;Non concerné;74
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;1;Auto-efficacité vis-à-vis des ressources;Orchestration;Non concerné;Non concerné;64
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;1;Auto-efficacité vis-à-vis des ressources;Scratch;Non concerné;Non concerné;55
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;1;Auto-efficacité vis-à-vis des ressources;Usages, médias et société;Non concerné;Non concerné;72
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;1;Intention d’utiliser les ressources;Orchestration;Non concerné;Non concerné;58
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;1;Intention d’utiliser les ressources;Scratch;Non concerné;Non concerné;50
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;1;Intention d’utiliser les ressources;Usages, médias et société;Non concerné;Non concerné;71
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Manque de ressources matérielles;Général;Non concerné;Non concerné;66
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Manque de ressources temporelles;Général;Non concerné;Non concerné;73
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Manque de soutien technique et/ou pédagogique;Général;Non concerné;Non concerné;70
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Trop de travail;Encodage pixels;Non concerné;Non concerné;10
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Trop de travail;Algorithmes de tri de poids;Non concerné;Non concerné;9
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Trop de travail;Le robot peintre;Non concerné;Non concerné;11
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Trop de travail;Pages pour préparer ma classe;Non concerné;Non concerné;9
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Trop de travail;Pages avec mes élèves;Non concerné;Non concerné;14
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Trop de travail;Recherche internet en classe : droits et sources;Non concerné;Non concerné;6
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;3;Trop de travail;Général;Non concerné;Non concerné;6
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;4;Utilisation des ressources de formation;Encodage pixels;Non concerné;Non concerné;4
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;4;Utilisation des ressources de formation;Algorithmes de tri de poids;Non concerné;Non concerné;5
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;4;Utilisation des ressources de formation;Le robot peintre avec les blocs de programmation;Non concerné;Non concerné;4
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;4;Utilisation des ressources de formation;Pages pour préparer ma classe;Non concerné;Non concerné;35
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;4;Utilisation des ressources de formation;Pages avec mes élèves;Non concerné;Non concerné;43
11/10/2021;Cycle 2;Non concerné;Pilote;Enseignants;2;211;4;Utilisation des ressources de formation;Recherche internet en classe : droits et sources;Non concerné;Non concerné;38
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;Formateurs;Qualité perçue des méthodes pédagogiques;Général;Non concerné;Non concerné;75
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;Formateurs;Perception de l'implication de l'équipe de formation;Général;Non concerné;Non concerné;86
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Intérêt perçu pour les ressources;Robotique : programmer un robot;Non concerné;Non concerné;72
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Intérêt perçu pour les ressources;Robotique : échanges autour des enjeux sociaux;Non concerné;Non concerné;67
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Intérêt perçu pour les ressources;Médias sociaux : analyse réflexive sur les médias;Non concerné;Non concerné;75
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Intérêt perçu pour les ressources;Médias sociaux : production vidéos;Non concerné;Non concerné;79
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Auto-efficacité vis-à-vis des ressources;Robotique : programmer un robot;Non concerné;Non concerné;56
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Auto-efficacité vis-à-vis des ressources;Robotique : échanges autour des enjeux sociaux;Non concerné;Non concerné;58
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Auto-efficacité vis-à-vis des ressources;Médias sociaux : analyse réflexive sur les médias;Non concerné;Non concerné;70
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Auto-efficacité vis-à-vis des ressources;Médias sociaux : production vidéos;Non concerné;Non concerné;61
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Intention d’utiliser les ressources;Robotique : programmer un robot;Non concerné;Non concerné;45
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Robotique : échanges autour des enjeux sociaux;Scratch;Non concerné;Non concerné;46
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Intention d’utiliser les ressources;Médias sociaux : analyse réflexive sur les médias;Non concerné;Non concerné;60
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;1;Intention d’utiliser les ressources;Médias sociaux : production vidéos;Non concerné;Non concerné;57
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Manque de ressources temporelles;Général;Non concerné;Non concerné;41
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Manque de soutien technique et/ou pédagogique;Général;Non concerné;Non concerné;76
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Efficience globale;Encodage pixels;Non concerné;Non concerné;17
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Efficience globale;Algorithme de tri de poids;Non concerné;Non concerné;20
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Efficience globale;Pages pour préparer ma classe;Non concerné;Non concerné;31
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Efficience globale;Pages avec mes élèves;Non concerné;Non concerné;19
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Efficience globale;Recherche internet en classe : droits et sources;Non concerné;Non concerné;23
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Efficience globale;Orchestration;Non concerné;Non concerné;-5
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Efficience globale;Scratch;Non concerné;Non concerné;-2
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;3;Efficience globale;Outils de présentation, usages, médias et société;Non concerné;Non concerné;18
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;4;Utilisation des ressources de formation;Encodage pixels;Non concerné;Non concerné;1
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;4;Utilisation des ressources de formation;Algorithmes de tri de poids;Non concerné;Non concerné;3
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;4;Utilisation des ressources de formation;Le robot peintre avec les blocs de programmation;Non concerné;Non concerné;1
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;4;Utilisation des ressources de formation;Pages pour préparer ma classe;Non concerné;Non concerné;34
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;4;Utilisation des ressources de formation;Pages avec mes élèves;Non concerné;Non concerné;48
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;4;Utilisation des ressources de formation;Recherche internet en classe : droits et sources;Non concerné;Non concerné;54
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;4;Utilisation des ressources de formation;Orchestration;Non concerné;Non concerné;8
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;4;Utilisation des ressources de formation;Scratch;Non concerné;Non concerné;15
01/04/2022;Cycle 2;Non concerné;Pilote;Enseignants;3;181;4;Utilisation des ressources de formation;Outils de présentation, usages, médias et société;Non concerné;Non concerné;35
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;Formateurs;Qualité perçue des méthodes pédagogiques;Général;Non concerné;Non concerné;78
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;Formateurs;Perception de l'implication de l'équipe de formation;Général;Non concerné;Non concerné;91
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Intérêt perçu pour les ressources;Premiers pas sur le web;Non concerné;Non concerné;81
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Intérêt perçu pour les ressources;Données du sens 2;Non concerné;Non concerné;80
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Intérêt perçu pour les ressources;Aborder en classe les enjeux sociaux du numérique;Non concerné;Non concerné;84
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Intérêt perçu pour les ressources;Entrailles d’une machine;Non concerné;Non concerné;78
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Utilité perçue des ressources;Premiers pas sur le web;Non concerné;Non concerné;79
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Utilité perçue des ressources;Données du sens 2;Non concerné;Non concerné;78
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Utilité perçue des ressources;Aborder en classe les enjeux sociaux du numérique;Non concerné;Non concerné;86
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Utilité perçue des ressources;Entrailles d’une machine;Non concerné;Non concerné;72
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Facilité perçue d’utilisation des ressources;Premiers pas sur le web;Non concerné;Non concerné;82
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Facilité perçue d’utilisation des ressources;Données du sens 2;Non concerné;Non concerné;82
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Facilité perçue d’utilisation des ressources;Aborder en classe les enjeux sociaux du numérique;Non concerné;Non concerné;90
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;1;Facilité perçue d’utilisation des ressources;Entrailles d’une machine;Non concerné;Non concerné;71
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;2;Connaissance du contenu théorique;Général;Non concerné;Non concerné;74
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Manque de ressources matérielles;Général;Non concerné;Non concerné;23
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Manque de ressources temporelles;Général;Non concerné;Non concerné;55
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Manque de soutien hiérarchique ou des collègues;Général;Non concerné;Non concerné;0
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Manque de soutien technique et/ou pédagogique;Général;Non concerné;Non concerné;23
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Un manque de compatibilité avec mes pratiques habituelles d'enseignement;Général;Non concerné;Non concerné;23
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Efficience;Général;Non concerné;Non concerné;-2
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Trop de réflexion;Général;Non concerné;Non concerné;5
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Trop de réflexion;Général;Non concerné;Non concerné;32
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Un bénéfice notable chez les élèves;Général;Non concerné;Non concerné;32
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;3;Sentiment d'auto-efficacité dans la réalisation de l'activité;Général;Non concerné;Non concerné;0
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;4;Utilisation des ressources de formation;Décris-moi un objet;Non concerné;Non concerné;82
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;4;Utilisation des ressources de formation;Décris-moi une image;Non concerné;Non concerné;32
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;4;Utilisation des ressources de formation;Turing tumble;Non concerné;Non concerné;18
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;4;Utilisation des ressources de formation;Potato pirates;Non concerné;Non concerné;0
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;4;Utilisation des ressources de formation;Le jeu des variables;Non concerné;Non concerné;0
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;4;Utilisation des ressources de formation;La robotique avec Thymio;Non concerné;Non concerné;9
17/02/2022;CAS;1;Non concerné;Enseignants;9;22;4;Utilisation des ressources de formation;Motif art;Non concerné;Non concerné;82
